dataset,rating_group,topic,annotator,rating
leg,crowdwork_ratings,4,11,2
leg,crowdwork_ratings,4,12,2
leg,crowdwork_ratings,4,13,3
leg,crowdwork_ratings,4,14,3
leg,mturk_ratings_data,4,0,2
leg,mturk_ratings_data,4,1,2
leg,mturk_ratings_data,4,2,3
leg,mturk_ratings_data,4,3,3
leg,mturk_ratings_data,4,4,2
leg,mturk_ratings_data,4,5,2
leg,mturk_ratings_data,4,6,3
leg,mturk_ratings_data,4,7,3
leg,mturk_ratings_data,4,8,2
leg,mturk_ratings_data,4,9,3
leg,mturk_ratings_data,4,10,3
leg,mturk_ratings_data,4,11,3
leg,mturk_ratings_data,4,12,2
leg,mturk_ratings_data,4,13,3
leg,mturk_ratings_data,4,14,3
leg,mturk_ratings_data,4,15,3
leg,crowdwork_ratings,5,0,2
leg,crowdwork_ratings,5,1,3
leg,crowdwork_ratings,5,2,2
leg,crowdwork_ratings,5,3,3
leg,crowdwork_ratings,5,4,2
leg,crowdwork_ratings,5,5,3
leg,crowdwork_ratings,5,6,2
leg,crowdwork_ratings,5,7,1
leg,crowdwork_ratings,5,8,3
leg,crowdwork_ratings,5,9,2
leg,crowdwork_ratings,5,10,3
leg,crowdwork_ratings,5,11,3
leg,crowdwork_ratings,5,12,2
leg,crowdwork_ratings,5,13,3
leg,crowdwork_ratings,5,14,1
leg,mturk_ratings_data,5,0,2
leg,mturk_ratings_data,5,1,3
leg,mturk_ratings_data,5,2,1
leg,mturk_ratings_data,5,3,3
leg,mturk_ratings_data,5,4,2
leg,mturk_ratings_data,5,5,3
leg,mturk_ratings_data,5,6,3
leg,mturk_ratings_data,5,7,2
leg,mturk_ratings_data,5,8,3
leg,mturk_ratings_data,5,9,2
leg,mturk_ratings_data,5,10,1
leg,mturk_ratings_data,5,11,2
leg,mturk_ratings_data,5,12,1
leg,mturk_ratings_data,5,13,2
leg,mturk_ratings_data,5,14,2
leg,mturk_ratings_data,5,15,1
leg,mturk_ratings_data,5,16,2
leg,crowdwork_ratings,6,0,3
leg,crowdwork_ratings,6,1,2
leg,crowdwork_ratings,6,2,2
leg,crowdwork_ratings,6,3,3
leg,crowdwork_ratings,6,4,3
leg,crowdwork_ratings,6,5,3
leg,crowdwork_ratings,6,6,2
leg,crowdwork_ratings,6,7,2
leg,crowdwork_ratings,6,8,3
leg,crowdwork_ratings,6,9,3
leg,crowdwork_ratings,6,10,2
leg,crowdwork_ratings,6,11,2
leg,crowdwork_ratings,6,12,3
leg,crowdwork_ratings,6,13,3
leg,crowdwork_ratings,6,14,3
leg,mturk_ratings_data,6,0,3
leg,mturk_ratings_data,6,1,3
leg,mturk_ratings_data,6,2,2
leg,mturk_ratings_data,6,3,3
leg,mturk_ratings_data,6,4,2
leg,mturk_ratings_data,6,5,3
leg,mturk_ratings_data,6,6,3
leg,mturk_ratings_data,6,7,2
leg,mturk_ratings_data,6,8,3
leg,mturk_ratings_data,6,9,3
leg,mturk_ratings_data,6,10,3
leg,mturk_ratings_data,6,11,3
leg,mturk_ratings_data,6,12,2
leg,mturk_ratings_data,6,13,2
leg,mturk_ratings_data,6,14,2
leg,mturk_ratings_data,6,15,2
leg,mturk_ratings_data,6,16,3
leg,crowdwork_ratings,7,0,3
leg,crowdwork_ratings,7,1,2
leg,crowdwork_ratings,7,2,3
leg,crowdwork_ratings,7,3,3
leg,crowdwork_ratings,7,4,2
leg,crowdwork_ratings,7,5,2
leg,crowdwork_ratings,7,6,3
leg,crowdwork_ratings,7,7,3
leg,crowdwork_ratings,7,8,3
leg,crowdwork_ratings,7,9,3
leg,crowdwork_ratings,7,10,3
leg,crowdwork_ratings,7,11,2
leg,crowdwork_ratings,7,12,3
leg,crowdwork_ratings,7,13,3
leg,crowdwork_ratings,7,14,2
leg,mturk_ratings_data,7,0,2
leg,mturk_ratings_data,7,1,2
leg,mturk_ratings_data,7,2,2
leg,mturk_ratings_data,7,3,3
leg,mturk_ratings_data,7,4,1
leg,mturk_ratings_data,7,5,3
leg,mturk_ratings_data,7,6,3
leg,mturk_ratings_data,7,7,3
leg,mturk_ratings_data,7,8,2
leg,mturk_ratings_data,7,9,3
leg,mturk_ratings_data,7,10,3
leg,mturk_ratings_data,7,11,2
leg,mturk_ratings_data,7,12,3
leg,mturk_ratings_data,7,13,3
leg,mturk_ratings_data,7,14,2
leg,mturk_ratings_data,7,15,3
leg,crowdwork_ratings,8,0,3
leg,crowdwork_ratings,8,1,3
leg,crowdwork_ratings,8,2,3
leg,crowdwork_ratings,8,3,3
leg,crowdwork_ratings,8,4,3
leg,crowdwork_ratings,8,5,3
leg,crowdwork_ratings,8,6,2
leg,crowdwork_ratings,8,7,3
leg,crowdwork_ratings,8,8,3
leg,crowdwork_ratings,8,9,3
leg,crowdwork_ratings,8,10,3
leg,crowdwork_ratings,8,11,3
leg,crowdwork_ratings,8,12,3
leg,crowdwork_ratings,8,13,3
leg,crowdwork_ratings,8,14,3
leg,mturk_ratings_data,8,0,3
leg,mturk_ratings_data,8,1,3
leg,mturk_ratings_data,8,2,1
leg,mturk_ratings_data,8,3,3
leg,mturk_ratings_data,8,4,2
leg,mturk_ratings_data,8,5,3
leg,mturk_ratings_data,8,6,3
leg,mturk_ratings_data,8,7,3
leg,mturk_ratings_data,8,8,3
leg,mturk_ratings_data,8,9,3
leg,mturk_ratings_data,8,10,3
leg,mturk_ratings_data,8,11,3
leg,mturk_ratings_data,8,12,3
leg,mturk_ratings_data,8,13,2
leg,mturk_ratings_data,8,14,2
leg,mturk_ratings_data,8,15,2
leg,mturk_ratings_data,8,16,3
leg,crowdwork_ratings,9,0,1
leg,crowdwork_ratings,9,1,3
leg,crowdwork_ratings,9,2,2
leg,crowdwork_ratings,9,3,3
leg,crowdwork_ratings,9,4,3
leg,crowdwork_ratings,9,5,2
leg,crowdwork_ratings,9,6,3
leg,crowdwork_ratings,9,7,3
leg,crowdwork_ratings,9,8,3
leg,crowdwork_ratings,9,9,3
leg,crowdwork_ratings,9,10,2
leg,crowdwork_ratings,9,11,2
leg,crowdwork_ratings,9,12,2
leg,crowdwork_ratings,9,13,2
leg,crowdwork_ratings,9,14,2
leg,mturk_ratings_data,9,0,2
leg,mturk_ratings_data,9,1,3
leg,mturk_ratings_data,9,2,3
leg,mturk_ratings_data,9,3,2
leg,mturk_ratings_data,9,4,2
leg,mturk_ratings_data,9,5,3
leg,mturk_ratings_data,9,6,3
leg,mturk_ratings_data,9,7,3
leg,mturk_ratings_data,9,8,1
leg,mturk_ratings_data,9,9,3
leg,mturk_ratings_data,9,10,2
leg,mturk_ratings_data,9,11,2
leg,mturk_ratings_data,9,12,2
leg,mturk_ratings_data,9,13,2
leg,mturk_ratings_data,9,14,3
leg,mturk_ratings_data,9,15,3
leg,crowdwork_ratings,10,0,1
leg,crowdwork_ratings,10,1,3
leg,crowdwork_ratings,10,2,2
leg,crowdwork_ratings,10,3,3
leg,crowdwork_ratings,10,4,3
leg,crowdwork_ratings,10,5,2
leg,crowdwork_ratings,10,6,3
leg,crowdwork_ratings,10,7,3
leg,crowdwork_ratings,10,8,3
leg,crowdwork_ratings,10,9,3
leg,crowdwork_ratings,10,10,2
leg,crowdwork_ratings,10,11,2
leg,crowdwork_ratings,10,12,3
leg,crowdwork_ratings,10,13,3
leg,crowdwork_ratings,10,14,3
leg,mturk_ratings_data,10,0,3
leg,mturk_ratings_data,10,1,2
leg,mturk_ratings_data,10,2,3
leg,mturk_ratings_data,10,3,2
leg,mturk_ratings_data,10,4,2
leg,mturk_ratings_data,10,5,3
leg,mturk_ratings_data,10,6,3
leg,mturk_ratings_data,10,7,3
leg,mturk_ratings_data,10,8,2
leg,mturk_ratings_data,10,9,2
leg,mturk_ratings_data,10,10,3
leg,mturk_ratings_data,10,11,2
leg,mturk_ratings_data,10,12,3
leg,mturk_ratings_data,10,13,2
leg,mturk_ratings_data,10,14,3
leg,mturk_ratings_data,10,15,3
leg,crowdwork_ratings,11,0,2
leg,crowdwork_ratings,11,1,3
leg,crowdwork_ratings,11,2,2
leg,crowdwork_ratings,11,3,2
leg,crowdwork_ratings,11,4,3
leg,crowdwork_ratings,11,5,2
leg,crowdwork_ratings,11,6,1
leg,crowdwork_ratings,11,7,3
leg,crowdwork_ratings,11,8,3
leg,crowdwork_ratings,11,9,3
leg,crowdwork_ratings,11,10,3
leg,crowdwork_ratings,11,11,2
leg,crowdwork_ratings,11,12,2
leg,crowdwork_ratings,11,13,2
leg,crowdwork_ratings,11,14,2
leg,mturk_ratings_data,11,0,2
leg,mturk_ratings_data,11,1,2
leg,mturk_ratings_data,11,2,1
leg,mturk_ratings_data,11,3,3
leg,mturk_ratings_data,11,4,2
leg,mturk_ratings_data,11,5,1
leg,mturk_ratings_data,11,6,2
leg,mturk_ratings_data,11,7,2
leg,mturk_ratings_data,11,8,2
leg,mturk_ratings_data,11,9,2
leg,mturk_ratings_data,11,10,3
leg,mturk_ratings_data,11,11,2
leg,mturk_ratings_data,11,12,2
leg,mturk_ratings_data,11,13,2
leg,mturk_ratings_data,11,14,3
leg,mturk_ratings_data,11,15,3
leg,crowdwork_ratings,12,0,2
leg,crowdwork_ratings,12,1,2
leg,crowdwork_ratings,12,2,3
leg,crowdwork_ratings,12,3,3
leg,crowdwork_ratings,12,4,3
leg,crowdwork_ratings,12,5,2
leg,crowdwork_ratings,12,6,3
leg,crowdwork_ratings,12,7,3
leg,crowdwork_ratings,12,8,3
leg,crowdwork_ratings,12,9,3
leg,crowdwork_ratings,12,10,2
leg,crowdwork_ratings,12,11,3
leg,crowdwork_ratings,12,12,3
leg,crowdwork_ratings,12,13,2
leg,crowdwork_ratings,12,14,3
leg,mturk_ratings_data,12,0,2
leg,mturk_ratings_data,12,1,2
leg,mturk_ratings_data,12,2,1
leg,mturk_ratings_data,12,3,2
leg,mturk_ratings_data,12,4,2
leg,mturk_ratings_data,12,5,3
leg,mturk_ratings_data,12,6,3
leg,mturk_ratings_data,12,7,2
leg,mturk_ratings_data,12,8,2
leg,mturk_ratings_data,12,9,3
leg,mturk_ratings_data,12,10,2
leg,mturk_ratings_data,12,11,2
leg,mturk_ratings_data,12,12,2
leg,mturk_ratings_data,12,13,3
leg,mturk_ratings_data,12,14,2
leg,mturk_ratings_data,12,15,2
leg,mturk_ratings_data,12,16,3
leg,crowdwork_ratings,13,0,1
leg,crowdwork_ratings,13,1,3
leg,crowdwork_ratings,13,2,2
leg,crowdwork_ratings,13,3,3
leg,crowdwork_ratings,13,4,2
leg,crowdwork_ratings,13,5,3
leg,crowdwork_ratings,13,6,2
leg,crowdwork_ratings,13,7,3
leg,crowdwork_ratings,13,8,3
leg,crowdwork_ratings,13,9,2
leg,crowdwork_ratings,13,10,2
leg,crowdwork_ratings,13,11,2
leg,crowdwork_ratings,13,12,3
leg,crowdwork_ratings,13,13,3
leg,crowdwork_ratings,13,14,2
leg,mturk_ratings_data,13,0,3
leg,mturk_ratings_data,13,1,1
leg,mturk_ratings_data,13,2,1
leg,mturk_ratings_data,13,3,2
leg,mturk_ratings_data,13,4,2
leg,mturk_ratings_data,13,5,3
leg,mturk_ratings_data,13,6,3
leg,mturk_ratings_data,13,7,1
leg,mturk_ratings_data,13,8,2
leg,mturk_ratings_data,13,9,3
leg,mturk_ratings_data,13,10,2
leg,mturk_ratings_data,13,11,2
leg,mturk_ratings_data,13,12,3
leg,mturk_ratings_data,13,13,2
leg,mturk_ratings_data,13,14,2
leg,mturk_ratings_data,13,15,3
leg,mturk_ratings_data,13,16,3
leg,crowdwork_ratings,14,0,2
leg,crowdwork_ratings,14,1,2
leg,crowdwork_ratings,14,2,3
leg,crowdwork_ratings,14,3,3
leg,crowdwork_ratings,14,4,3
leg,crowdwork_ratings,14,5,3
leg,crowdwork_ratings,14,6,3
leg,crowdwork_ratings,14,7,3
leg,crowdwork_ratings,14,8,3
leg,crowdwork_ratings,14,9,3
leg,crowdwork_ratings,14,10,2
leg,crowdwork_ratings,14,11,2
leg,crowdwork_ratings,14,12,2
leg,crowdwork_ratings,14,13,2
leg,crowdwork_ratings,14,14,3
leg,mturk_ratings_data,14,0,3
leg,mturk_ratings_data,14,1,1
leg,mturk_ratings_data,14,2,2
leg,mturk_ratings_data,14,3,3
leg,mturk_ratings_data,14,4,2
leg,mturk_ratings_data,14,5,3
leg,mturk_ratings_data,14,6,2
leg,mturk_ratings_data,14,7,2
leg,mturk_ratings_data,14,8,2
leg,mturk_ratings_data,14,9,2
leg,mturk_ratings_data,14,10,3
leg,mturk_ratings_data,14,11,3
leg,mturk_ratings_data,14,12,3
leg,mturk_ratings_data,14,13,2
leg,mturk_ratings_data,14,14,2
leg,mturk_ratings_data,14,15,3
leg,mturk_ratings_data,14,16,2
leg,crowdwork_ratings,15,0,3
leg,crowdwork_ratings,15,1,3
leg,crowdwork_ratings,15,2,2
leg,crowdwork_ratings,15,3,2
leg,crowdwork_ratings,15,4,3
leg,crowdwork_ratings,15,5,3
leg,crowdwork_ratings,15,6,2
leg,crowdwork_ratings,15,7,3
leg,crowdwork_ratings,15,8,2
leg,crowdwork_ratings,15,9,2
leg,crowdwork_ratings,15,10,2
leg,crowdwork_ratings,15,11,2
leg,crowdwork_ratings,15,12,3
leg,crowdwork_ratings,15,13,2
leg,crowdwork_ratings,15,14,2
leg,mturk_ratings_data,15,0,2
leg,mturk_ratings_data,15,1,3
leg,mturk_ratings_data,15,2,1
leg,mturk_ratings_data,15,3,3
leg,mturk_ratings_data,15,4,2
leg,mturk_ratings_data,15,5,2
leg,mturk_ratings_data,15,6,3
leg,mturk_ratings_data,15,7,2
leg,mturk_ratings_data,15,8,3
leg,mturk_ratings_data,15,9,3
leg,mturk_ratings_data,15,10,2
leg,mturk_ratings_data,15,11,2
leg,mturk_ratings_data,15,12,3
leg,mturk_ratings_data,15,13,2
leg,mturk_ratings_data,15,14,2
leg,mturk_ratings_data,15,15,1
leg,mturk_ratings_data,15,16,2
leg,crowdwork_ratings,16,0,3
leg,crowdwork_ratings,16,1,3
leg,crowdwork_ratings,16,2,3
leg,crowdwork_ratings,16,3,3
leg,crowdwork_ratings,16,4,3
leg,crowdwork_ratings,16,5,3
leg,crowdwork_ratings,16,6,3
leg,crowdwork_ratings,16,7,3
leg,crowdwork_ratings,16,8,3
leg,crowdwork_ratings,16,9,3
leg,crowdwork_ratings,16,10,3
leg,crowdwork_ratings,16,11,3
leg,crowdwork_ratings,16,12,3
leg,crowdwork_ratings,16,13,3
leg,crowdwork_ratings,16,14,3
leg,mturk_ratings_data,16,0,2
leg,mturk_ratings_data,16,1,2
leg,mturk_ratings_data,16,2,3
leg,mturk_ratings_data,16,3,3
leg,mturk_ratings_data,16,4,1
leg,mturk_ratings_data,16,5,3
leg,mturk_ratings_data,16,6,3
leg,mturk_ratings_data,16,7,3
leg,mturk_ratings_data,16,8,2
leg,mturk_ratings_data,16,9,3
leg,mturk_ratings_data,16,10,3
leg,mturk_ratings_data,16,11,3
leg,mturk_ratings_data,16,12,2
leg,mturk_ratings_data,16,13,3
leg,mturk_ratings_data,16,14,3
leg,mturk_ratings_data,16,15,3
leg,crowdwork_ratings,17,0,3
leg,crowdwork_ratings,17,1,2
leg,crowdwork_ratings,17,2,3
leg,crowdwork_ratings,17,3,3
leg,crowdwork_ratings,17,4,2
leg,crowdwork_ratings,17,5,2
leg,crowdwork_ratings,17,6,2
leg,crowdwork_ratings,17,7,3
leg,crowdwork_ratings,17,8,3
leg,crowdwork_ratings,17,9,2
leg,crowdwork_ratings,17,10,3
leg,crowdwork_ratings,17,11,3
leg,crowdwork_ratings,17,12,3
leg,crowdwork_ratings,17,13,2
leg,crowdwork_ratings,17,14,2
leg,mturk_ratings_data,17,0,2
leg,mturk_ratings_data,17,1,2
leg,mturk_ratings_data,17,2,2
leg,mturk_ratings_data,17,3,3
leg,mturk_ratings_data,17,4,3
leg,mturk_ratings_data,17,5,3
leg,mturk_ratings_data,17,6,3
leg,mturk_ratings_data,17,7,3
leg,mturk_ratings_data,17,8,3
leg,mturk_ratings_data,17,9,2
leg,mturk_ratings_data,17,10,3
leg,mturk_ratings_data,17,11,2
leg,mturk_ratings_data,17,12,3
leg,mturk_ratings_data,17,13,2
leg,mturk_ratings_data,17,14,2
leg,mturk_ratings_data,17,15,2
leg,mturk_ratings_data,17,16,3
leg,crowdwork_ratings,18,0,3
leg,crowdwork_ratings,18,1,1
leg,crowdwork_ratings,18,2,1
leg,crowdwork_ratings,18,3,2
leg,crowdwork_ratings,18,4,3
leg,crowdwork_ratings,18,5,3
leg,crowdwork_ratings,18,6,1
leg,crowdwork_ratings,18,7,2
leg,crowdwork_ratings,18,8,3
leg,crowdwork_ratings,18,9,3
leg,crowdwork_ratings,18,10,2
leg,crowdwork_ratings,18,11,3
leg,crowdwork_ratings,18,12,3
leg,crowdwork_ratings,18,13,2
leg,crowdwork_ratings,18,14,2
leg,mturk_ratings_data,18,0,2
leg,mturk_ratings_data,18,1,2
leg,mturk_ratings_data,18,2,2
leg,mturk_ratings_data,18,3,2
leg,mturk_ratings_data,18,4,3
leg,mturk_ratings_data,18,5,2
leg,mturk_ratings_data,18,6,3
leg,mturk_ratings_data,18,7,3
leg,mturk_ratings_data,18,8,2
leg,mturk_ratings_data,18,9,2
leg,mturk_ratings_data,18,10,2
leg,mturk_ratings_data,18,11,2
leg,mturk_ratings_data,18,12,3
leg,mturk_ratings_data,18,13,2
leg,mturk_ratings_data,18,14,3
leg,mturk_ratings_data,18,15,2
leg,crowdwork_ratings,19,0,3
leg,crowdwork_ratings,19,1,3
leg,crowdwork_ratings,19,2,3
leg,crowdwork_ratings,19,3,3
leg,crowdwork_ratings,19,4,3
leg,crowdwork_ratings,19,5,3
leg,crowdwork_ratings,19,6,3
leg,crowdwork_ratings,19,7,3
leg,crowdwork_ratings,19,8,3
leg,crowdwork_ratings,19,9,3
leg,crowdwork_ratings,19,10,3
leg,crowdwork_ratings,19,11,3
leg,crowdwork_ratings,19,12,2
leg,crowdwork_ratings,19,13,3
leg,crowdwork_ratings,19,14,3
leg,mturk_ratings_data,19,0,2
leg,mturk_ratings_data,19,1,2
leg,mturk_ratings_data,19,2,3
leg,mturk_ratings_data,19,3,3
leg,mturk_ratings_data,19,4,2
leg,mturk_ratings_data,19,5,3
leg,mturk_ratings_data,19,6,3
leg,mturk_ratings_data,19,7,3
leg,mturk_ratings_data,19,8,3
leg,mturk_ratings_data,19,9,3
leg,mturk_ratings_data,19,10,1
leg,mturk_ratings_data,19,11,3
leg,mturk_ratings_data,19,12,2
leg,mturk_ratings_data,19,13,3
leg,mturk_ratings_data,19,14,2
leg,mturk_ratings_data,19,15,3
leg,mturk_ratings_data,19,16,3
leg,crowdwork_ratings,20,0,3
leg,crowdwork_ratings,20,1,3
leg,crowdwork_ratings,20,2,2
leg,crowdwork_ratings,20,3,3
leg,crowdwork_ratings,20,4,3
leg,crowdwork_ratings,20,5,3
leg,crowdwork_ratings,20,6,2
leg,crowdwork_ratings,20,7,3
leg,crowdwork_ratings,20,8,3
leg,crowdwork_ratings,20,9,3
leg,crowdwork_ratings,20,10,3
leg,crowdwork_ratings,20,11,3
leg,crowdwork_ratings,20,12,3
leg,crowdwork_ratings,20,13,3
leg,crowdwork_ratings,20,14,3
leg,mturk_ratings_data,20,0,2
leg,mturk_ratings_data,20,1,3
leg,mturk_ratings_data,20,2,2
leg,mturk_ratings_data,20,3,3
leg,mturk_ratings_data,20,4,1
leg,mturk_ratings_data,20,5,2
leg,mturk_ratings_data,20,6,3
leg,mturk_ratings_data,20,7,3
leg,mturk_ratings_data,20,8,3
leg,mturk_ratings_data,20,9,3
leg,mturk_ratings_data,20,10,1
leg,mturk_ratings_data,20,11,3
leg,mturk_ratings_data,20,12,2
leg,mturk_ratings_data,20,13,3
leg,mturk_ratings_data,20,14,2
leg,mturk_ratings_data,20,15,3
leg,mturk_ratings_data,20,16,3
leg,crowdwork_ratings,21,0,1
leg,crowdwork_ratings,21,1,2
leg,crowdwork_ratings,21,2,2
leg,crowdwork_ratings,21,3,3
leg,crowdwork_ratings,21,4,3
leg,crowdwork_ratings,21,5,3
leg,crowdwork_ratings,21,6,2
leg,crowdwork_ratings,21,7,3
leg,crowdwork_ratings,21,8,3
leg,crowdwork_ratings,21,9,2
leg,crowdwork_ratings,21,10,3
leg,crowdwork_ratings,21,11,1
leg,crowdwork_ratings,21,12,3
leg,crowdwork_ratings,21,13,3
leg,crowdwork_ratings,21,14,3
leg,mturk_ratings_data,21,0,3
leg,mturk_ratings_data,21,1,3
leg,mturk_ratings_data,21,2,2
leg,mturk_ratings_data,21,3,3
leg,mturk_ratings_data,21,4,2
leg,mturk_ratings_data,21,5,3
leg,mturk_ratings_data,21,6,3
leg,mturk_ratings_data,21,7,3
leg,mturk_ratings_data,21,8,2
leg,mturk_ratings_data,21,9,3
leg,mturk_ratings_data,21,10,3
leg,mturk_ratings_data,21,11,2
leg,mturk_ratings_data,21,12,3
leg,mturk_ratings_data,21,13,2
leg,mturk_ratings_data,21,14,1
leg,mturk_ratings_data,21,15,3
leg,mturk_ratings_data,21,16,3
leg,crowdwork_ratings,22,0,2
leg,crowdwork_ratings,22,1,2
leg,crowdwork_ratings,22,2,2
leg,crowdwork_ratings,22,3,2
leg,crowdwork_ratings,22,4,3
leg,crowdwork_ratings,22,5,2
leg,crowdwork_ratings,22,6,2
leg,crowdwork_ratings,22,7,3
leg,crowdwork_ratings,22,8,3
leg,crowdwork_ratings,22,9,2
leg,crowdwork_ratings,22,10,3
leg,crowdwork_ratings,22,11,3
leg,crowdwork_ratings,22,12,2
leg,crowdwork_ratings,22,13,2
leg,crowdwork_ratings,22,14,3
leg,mturk_ratings_data,22,0,2
leg,mturk_ratings_data,22,1,3
leg,mturk_ratings_data,22,2,3
leg,mturk_ratings_data,22,3,2
leg,mturk_ratings_data,22,4,2
leg,mturk_ratings_data,22,5,3
leg,mturk_ratings_data,22,6,2
leg,mturk_ratings_data,22,7,3
leg,mturk_ratings_data,22,8,3
leg,mturk_ratings_data,22,9,3
leg,mturk_ratings_data,22,10,2
leg,mturk_ratings_data,22,11,2
leg,mturk_ratings_data,22,12,2
leg,mturk_ratings_data,22,13,2
leg,mturk_ratings_data,22,14,2
leg,mturk_ratings_data,22,15,2
leg,mturk_ratings_data,22,16,3
leg,crowdwork_ratings,23,0,2
leg,crowdwork_ratings,23,1,2
leg,crowdwork_ratings,23,2,2
leg,crowdwork_ratings,23,3,2
leg,crowdwork_ratings,23,4,3
leg,crowdwork_ratings,23,5,2
leg,crowdwork_ratings,23,6,3
leg,crowdwork_ratings,23,7,3
leg,crowdwork_ratings,23,8,3
leg,crowdwork_ratings,23,9,1
leg,crowdwork_ratings,23,10,3
leg,crowdwork_ratings,23,11,1
leg,crowdwork_ratings,23,12,2
leg,crowdwork_ratings,23,13,2
leg,crowdwork_ratings,23,14,3
leg,mturk_ratings_data,23,0,3
leg,mturk_ratings_data,23,1,2
leg,mturk_ratings_data,23,2,2
leg,mturk_ratings_data,23,3,2
leg,mturk_ratings_data,23,4,2
leg,mturk_ratings_data,23,5,3
leg,mturk_ratings_data,23,6,3
leg,mturk_ratings_data,23,7,3
leg,mturk_ratings_data,23,8,2
leg,mturk_ratings_data,23,9,3
leg,mturk_ratings_data,23,10,3
leg,mturk_ratings_data,23,11,1
leg,mturk_ratings_data,23,12,3
leg,mturk_ratings_data,23,13,2
leg,mturk_ratings_data,23,14,2
leg,mturk_ratings_data,23,15,3
leg,crowdwork_ratings,24,0,3
leg,crowdwork_ratings,24,1,2
leg,crowdwork_ratings,24,2,2
leg,crowdwork_ratings,24,3,3
leg,crowdwork_ratings,24,4,3
leg,crowdwork_ratings,24,5,3
leg,crowdwork_ratings,24,6,3
leg,crowdwork_ratings,24,7,3
leg,crowdwork_ratings,24,8,3
leg,crowdwork_ratings,24,9,2
leg,crowdwork_ratings,24,10,3
leg,crowdwork_ratings,24,11,3
leg,crowdwork_ratings,24,12,2
leg,crowdwork_ratings,24,13,3
leg,crowdwork_ratings,24,14,3
leg,mturk_ratings_data,24,0,3
leg,mturk_ratings_data,24,1,2
leg,mturk_ratings_data,24,2,3
leg,mturk_ratings_data,24,3,3
leg,mturk_ratings_data,24,4,3
leg,mturk_ratings_data,24,5,3
leg,mturk_ratings_data,24,6,3
leg,mturk_ratings_data,24,7,3
leg,mturk_ratings_data,24,8,3
leg,mturk_ratings_data,24,9,3
leg,mturk_ratings_data,24,10,3
leg,mturk_ratings_data,24,11,2
leg,mturk_ratings_data,24,12,2
leg,mturk_ratings_data,24,13,3
leg,mturk_ratings_data,24,14,3
leg,mturk_ratings_data,24,15,3
leg,crowdwork_ratings,25,0,3
leg,crowdwork_ratings,25,1,2
leg,crowdwork_ratings,25,2,2
leg,crowdwork_ratings,25,3,2
leg,crowdwork_ratings,25,4,3
leg,crowdwork_ratings,25,5,2
leg,crowdwork_ratings,25,6,2
leg,crowdwork_ratings,25,7,2
leg,crowdwork_ratings,25,8,2
leg,crowdwork_ratings,25,9,2
leg,crowdwork_ratings,25,10,3
leg,crowdwork_ratings,25,11,2
leg,crowdwork_ratings,25,12,2
leg,crowdwork_ratings,25,13,2
leg,crowdwork_ratings,25,14,2
leg,mturk_ratings_data,25,0,2
leg,mturk_ratings_data,25,1,2
leg,mturk_ratings_data,25,2,2
leg,mturk_ratings_data,25,3,2
leg,mturk_ratings_data,25,4,2
leg,mturk_ratings_data,25,5,2
leg,mturk_ratings_data,25,6,1
leg,mturk_ratings_data,25,7,2
leg,mturk_ratings_data,25,8,2
leg,mturk_ratings_data,25,9,2
leg,mturk_ratings_data,25,10,1
leg,mturk_ratings_data,25,11,2
leg,mturk_ratings_data,25,12,2
leg,mturk_ratings_data,25,13,2
leg,mturk_ratings_data,25,14,2
leg,mturk_ratings_data,25,15,2
leg,mturk_ratings_data,25,16,3
leg,crowdwork_ratings,26,0,2
leg,crowdwork_ratings,26,1,3
leg,crowdwork_ratings,26,2,3
leg,crowdwork_ratings,26,3,2
leg,crowdwork_ratings,26,4,3
leg,crowdwork_ratings,26,5,3
leg,crowdwork_ratings,26,6,3
leg,crowdwork_ratings,26,7,3
leg,crowdwork_ratings,26,8,3
leg,crowdwork_ratings,26,9,3
leg,crowdwork_ratings,26,10,2
leg,crowdwork_ratings,26,11,3
leg,crowdwork_ratings,26,12,2
leg,crowdwork_ratings,26,13,3
leg,crowdwork_ratings,26,14,3
leg,mturk_ratings_data,26,0,3
leg,mturk_ratings_data,26,1,2
leg,mturk_ratings_data,26,2,2
leg,mturk_ratings_data,26,3,2
leg,mturk_ratings_data,26,4,2
leg,mturk_ratings_data,26,5,3
leg,mturk_ratings_data,26,6,2
leg,mturk_ratings_data,26,7,3
leg,mturk_ratings_data,26,8,2
leg,mturk_ratings_data,26,9,3
leg,mturk_ratings_data,26,10,3
leg,mturk_ratings_data,26,11,2
leg,mturk_ratings_data,26,12,2
leg,mturk_ratings_data,26,13,2
leg,mturk_ratings_data,26,14,3
leg,mturk_ratings_data,26,15,2
leg,mturk_ratings_data,26,16,3
leg,crowdwork_ratings,27,0,1
leg,crowdwork_ratings,27,1,3
leg,crowdwork_ratings,27,2,2
leg,crowdwork_ratings,27,3,2
leg,crowdwork_ratings,27,4,3
leg,crowdwork_ratings,27,5,3
leg,crowdwork_ratings,27,6,3
leg,crowdwork_ratings,27,7,3
leg,crowdwork_ratings,27,8,2
leg,crowdwork_ratings,27,9,3
leg,crowdwork_ratings,27,10,3
leg,crowdwork_ratings,27,11,2
leg,crowdwork_ratings,27,12,2
leg,crowdwork_ratings,27,13,3
leg,crowdwork_ratings,27,14,3
leg,mturk_ratings_data,27,0,2
leg,mturk_ratings_data,27,1,3
leg,mturk_ratings_data,27,2,3
leg,mturk_ratings_data,27,3,2
